INVOICE_ID,SUPPLIER_ID,PURCHASE_ORDER_ID,INVOICE_DATE,AMOUNT_EXCLUDING_TAX,TAX_AMOUNT,TOTAL_AMOUNT,CURRENCY_CODE
69143,7,468,2019-10-08,56289.60,8443.44,64733.04,
69390,4,469,2019-10-09,330156.00,49523.40,379679.40,
69393,7,470,2019-10-09,58768.40,8815.26,67583.66,
69665,4,471,2019-10-10,331008.00,49651.20,380659.20,
69668,7,472,2019-10-10,61055.20,9158.28,70213.48,
70054,4,473,2019-10-11,332898.00,49934.70,382832.70,
70057,7,474,2019-10-11,61115.60,9167.34,70282.94,
70493,4,475,2019-10-14,335466.00,50319.90,385785.90,
70496,7,476,2019-10-14,60929.20,9139.38,70068.58,
70500,4,477,2019-10-14,2208.00,331.20,2539.20,
70758,4,478,2019-10-15,338484.00,50772.60,389256.60,
70761,7,479,2019-10-15,60095.60,9014.34,69109.94,
71115,4,480,2019-10-16,341298.00,51194.70,392492.70,
71118,7,481,2019-10-16,59947.60,8992.14,68939.74,
71337,4,482,2019-10-17,343032.00,51454.80,394486.80,
71340,7,483,2019-10-17,61230.80,9184.62,70415.42,
71613,4,484,2019-10-18,345084.00,51762.60,396846.60,
71616,7,485,2019-10-18,60814.00,9122.10,69936.10,
72040,4,486,2019-10-21,345084.00,51762.60,396846.60,
72043,7,487,2019-10-21,60567.20,9085.08,69652.28,
72046,4,488,2019-10-21,822.00,123.30,945.30,
72049,7,489,2019-10-21,1003.60,150.54,1154.14,
72370,4,490,2019-10-22,346470.00,51970.50,398440.50,
72373,7,491,2019-10-22,61154.00,9173.10,70327.10,
72691,4,492,2019-10-23,347118.00,52067.70,399185.70,
72694,7,493,2019-10-23,62859.60,9428.94,72288.54,
72880,4,494,2019-10-24,347226.00,52083.90,399309.90,
72883,7,495,2019-10-24,62788.40,9418.26,72206.66,
73257,4,496,2019-10-25,348306.00,52245.90,400551.90,
73260,7,497,2019-10-25,63989.60,9598.44,73588.04,
73884,4,498,2019-10-28,350964.00,52644.60,403608.60,
73887,7,499,2019-10-28,65843.20,9876.48,75719.68,
73893,4,500,2019-10-28,3996.00,599.40,4595.40,
73896,7,501,2019-10-28,1475.20,221.28,1696.48,
74225,4,502,2019-10-29,357828.00,53674.20,411502.20,
74228,7,503,2019-10-29,67927.20,10189.08,78116.28,
74565,4,504,2019-10-30,358542.00,53781.30,412323.30,
74568,7,505,2019-10-30,67510.40,10126.56,77636.96,
74906,4,506,2019-10-31,359982.00,53997.30,413979.30,
74909,7,507,2019-10-31,70153.60,10523.04,80676.64,
75178,4,508,2019-11-01,360390.00,54058.50,414448.50,
75181,7,509,2019-11-01,69736.80,10460.52,80197.32,
75552,4,510,2019-11-04,361470.00,54220.50,415690.50,
75555,7,511,2019-11-04,69512.00,10426.80,79938.80,
75559,4,512,2019-11-04,1440.00,216.00,1656.00,
75561,7,513,2019-11-04,680.00,102.00,782.00,
75843,4,514,2019-11-05,362562.00,54384.30,416946.30,
75846,7,515,2019-11-05,71305.20,10695.78,82000.98,
76050,4,516,2019-11-06,363414.00,54512.10,417926.10,
76053,7,517,2019-11-06,71398.40,10709.76,82108.16,
76456,4,518,2019-11-07,364830.00,54724.50,419554.50,
76459,7,519,2019-11-07,74891.60,11233.74,86125.34,
76673,4,520,2019-11-08,365214.00,54782.10,419996.10,
76676,7,521,2019-11-08,74474.80,11171.22,85646.02,
77132,4,522,2019-11-11,368808.00,55321.20,424129.20,
77135,7,523,2019-11-11,74326.80,11149.02,85475.82,
77138,4,524,2019-11-11,2304.00,345.60,2649.60,
77345,4,525,2019-11-12,371052.00,55657.80,426709.80,
77348,7,526,2019-11-12,74650.40,11197.56,85847.96,
77568,4,527,2019-11-13,372792.00,55918.80,428710.80,
77571,7,528,2019-11-13,76032.40,11404.86,87437.26,
77992,4,529,2019-11-14,373218.00,55982.70,429200.70,
77995,7,530,2019-11-14,77019.60,11552.94,88572.54,
78262,4,531,2019-11-15,372822.00,55923.30,428745.30,
78265,7,532,2019-11-15,76679.60,11501.94,88181.54,
78792,4,533,2019-11-18,376830.00,56524.50,433354.50,
78795,7,534,2019-11-18,78626.40,11793.96,90420.36,
78799,4,535,2019-11-18,1128.00,169.20,1297.20,
79204,4,536,2019-11-19,381300.00,57195.00,438495.00,
79207,7,537,2019-11-19,79366.80,11905.02,91271.82,
79541,4,538,2019-11-20,384516.00,57677.40,442193.40,
79544,7,539,2019-11-20,83512.80,12526.92,96039.72,
79924,4,540,2019-11-21,387810.00,58171.50,445981.50,
79927,7,541,2019-11-21,85816.00,12872.40,98688.40,
80343,4,542,2019-11-22,390186.00,58527.90,448713.90,
80346,7,543,2019-11-22,86759.20,13013.88,99773.08,
80623,4,544,2019-11-25,392220.00,58833.00,451053.00,
80626,7,545,2019-11-25,86726.40,13008.96,99735.36,
80628,4,546,2019-11-25,252.00,37.80,289.80,
80950,4,547,2019-11-26,391332.00,58699.80,450031.80,
80953,7,548,2019-11-26,86276.80,12941.52,99218.32,
81378,4,549,2019-11-27,392172.00,58825.80,450997.80,
81381,7,550,2019-11-27,88223.60,13233.54,101457.14,
81583,4,551,2019-11-28,391524.00,58728.60,450252.60,
81586,7,552,2019-11-28,89166.80,13375.02,102541.82,
81986,4,553,2019-11-29,393270.00,58990.50,452260.50,
81989,7,554,2019-11-29,89770.00,13465.50,103235.50,
82366,4,555,2019-12-02,394446.00,59166.90,453612.90,
82369,7,556,2019-12-02,91053.20,13657.98,104711.18,
82371,4,557,2019-12-02,168.00,25.20,193.20,
82734,4,558,2019-12-03,399294.00,59894.10,459188.10,
82737,7,559,2019-12-03,92599.60,13889.94,106489.54,
83180,4,560,2019-12-04,400392.00,60058.80,460450.80,
83183,7,561,2019-12-04,94009.20,14101.38,108110.58,
83481,4,562,2019-12-05,402192.00,60328.80,462520.80,
83484,7,563,2019-12-05,95144.40,14271.66,109416.06,
83769,4,564,2019-12-06,403152.00,60472.80,463624.80,
83772,7,565,2019-12-06,95413.20,14311.98,109725.18,
84242,4,566,2019-12-09,405636.00,60845.40,466481.40,
84245,7,567,2019-12-09,97036.40,14555.46,111591.86,
84605,4,568,2019-12-10,407460.00,61119.00,468579.00,
84608,7,569,2019-12-10,97272.40,14590.86,111863.26,
84821,4,570,2019-12-11,406800.00,61020.00,467820.00,
84824,7,571,2019-12-11,96855.60,14528.34,111383.94,
85015,4,572,2019-12-12,406836.00,61025.40,467861.40,
85018,7,573,2019-12-12,96822.80,14523.42,111346.22,
85187,4,574,2019-12-13,408282.00,61242.30,469524.30,
85190,7,575,2019-12-13,96406.00,14460.90,110866.90,
85554,4,576,2019-12-16,407994.00,61199.10,469193.10,
85557,7,577,2019-12-16,98336.40,14750.46,113086.86,
85559,4,578,2019-12-16,900.00,135.00,1035.00,
85810,4,579,2019-12-17,410286.00,61542.90,471828.90,
85813,7,580,2019-12-17,97502.80,14625.42,112128.22,
86182,4,581,2019-12-18,413298.00,61994.70,475292.70,
86185,7,582,2019-12-18,97777.20,14666.58,112443.78,
86385,4,583,2019-12-19,413682.00,62052.30,475734.30,
86388,7,584,2019-12-19,97360.40,14604.06,111964.46,
86749,4,585,2019-12-20,416436.00,62465.40,478901.40,
86752,7,586,2019-12-20,100168.40,15025.26,115193.66,
87123,4,587,2019-12-23,415692.00,62353.80,478045.80,
87126,7,588,2019-12-23,100322.00,15048.30,115370.30,
87128,4,589,2019-12-23,672.00,100.80,772.80,
87130,7,590,2019-12-23,340.00,51.00,391.00,
87420,4,591,2019-12-24,416664.00,62499.60,479163.60,
87423,7,592,2019-12-24,102471.60,15370.74,117842.34,
87792,4,593,2019-12-25,419304.00,62895.60,482199.60,
87795,7,594,2019-12-25,102054.80,15308.22,117363.02,
88119,4,595,2019-12-26,419808.00,62971.20,482779.20,
88122,7,596,2019-12-26,102702.00,15405.30,118107.30,
88352,4,597,2019-12-27,420402.00,63060.30,483462.30,
88355,7,598,2019-12-27,104835.20,15725.28,120560.48,
88863,4,599,2019-12-30,422610.00,63391.50,486001.50,
88866,7,600,2019-12-30,104610.40,15691.56,120301.96,
88868,4,601,2019-12-30,384.00,57.60,441.60,
89152,4,602,2019-12-31,422070.00,63310.50,485380.50,
89155,7,603,2019-12-31,103776.80,15566.52,119343.32,
89564,4,604,2020-01-01,423120.00,63468.00,486588.00,
89567,7,605,2020-01-01,103360.00,15504.00,118864.00,
90006,4,606,2020-01-02,424728.00,63709.20,488437.20,
90009,7,607,2020-01-02,104232.00,15634.80,119866.80,
90286,4,608,2020-01-03,424212.00,63631.80,487843.80,
90289,7,609,2020-01-03,103815.20,15572.28,119387.48,
90852,4,610,2020-01-06,425934.00,63890.10,489824.10,
90855,7,611,2020-01-06,106332.40,15949.86,122282.26,
90858,4,612,2020-01-06,1260.00,189.00,1449.00,
91130,4,613,2020-01-07,427194.00,64079.10,491273.10,
91133,7,614,2020-01-07,105498.80,15824.82,121323.62,
91407,4,615,2020-01-08,428130.00,64219.50,492349.50,
91410,7,616,2020-01-08,106650.40,15997.56,122647.96,
91622,4,617,2020-01-09,427050.00,64057.50,491107.50,
91625,7,618,2020-01-09,107763.60,16164.54,123928.14,
91815,4,619,2020-01-10,427170.00,64075.50,491245.50,
91818,7,620,2020-01-10,109216.80,16382.52,125599.32,
92434,4,621,2020-01-13,430404.00,64560.60,494964.60,
92437,7,622,2020-01-13,108800.00,16320.00,125120.00,
92439,4,623,2020-01-13,840.00,126.00,966.00,
92724,4,624,2020-01-14,431232.00,64684.80,495916.80,
92727,7,625,2020-01-14,108854.80,16328.22,125183.02,
92925,4,626,2020-01-15,431100.00,64665.00,495765.00,
92928,7,627,2020-01-15,109842.00,16476.30,126318.30,
93392,4,628,2020-01-16,432276.00,64841.40,497117.40,
93395,7,629,2020-01-16,113308.00,16996.20,130304.20,
93742,4,630,2020-01-17,435240.00,65286.00,500526.00,
93745,7,631,2020-01-17,113044.80,16956.72,130001.52,
94192,4,632,2020-01-20,437484.00,65622.60,503106.60,
94195,7,633,2020-01-20,113478.00,17021.70,130499.70,
94201,4,634,2020-01-20,2406.00,360.90,2766.90,
94204,7,635,2020-01-20,1968.80,295.32,2264.12,
94500,4,636,2020-01-21,442674.00,66401.10,509075.10,
94503,7,637,2020-01-21,118117.60,17717.64,135835.24,
94834,4,638,2020-01-22,443550.00,66532.50,510082.50,
94837,7,639,2020-01-22,121122.80,18168.42,139291.22,
95288,4,640,2020-01-23,444102.00,66615.30,510717.30,
95291,7,641,2020-01-23,123086.00,18462.90,141548.90,
95591,4,642,2020-01-24,444426.00,66663.90,511089.90,
95594,7,643,2020-01-24,122976.40,18446.46,141422.86,
96030,4,644,2020-01-27,445116.00,66767.40,511883.40,
96033,7,645,2020-01-27,123793.60,18569.04,142362.64,
96035,7,646,2020-01-27,340.00,51.00,391.00,
96405,4,647,2020-01-28,447036.00,67055.40,514091.40,
96408,7,648,2020-01-28,128065.60,19209.84,147275.44,
96705,4,649,2020-01-29,447840.00,67176.00,515016.00,
96708,7,650,2020-01-29,127648.80,19147.32,146796.12,
97142,4,651,2020-01-30,449076.00,67361.40,516437.40,
97145,7,652,2020-01-30,129162.40,19374.36,148536.76,
97350,4,653,2020-01-31,450336.00,67550.40,517886.40,
97353,7,654,2020-01-31,131454.80,19718.22,151173.02,
97892,4,655,2020-02-03,455298.00,68294.70,523592.70,
97895,7,656,2020-02-03,131844.40,19776.66,151621.06,
97898,4,657,2020-02-03,1032.00,154.80,1186.80,
97900,7,658,2020-02-03,115.20,17.28,132.48,
98166,4,659,2020-02-04,456366.00,68454.90,524820.90,
98169,7,660,2020-02-04,131323.60,19698.54,151022.14,
98390,4,661,2020-02-05,456258.00,68438.70,524696.70,
98393,7,662,2020-02-05,130906.80,19636.02,150542.82,
98790,4,663,2020-02-06,458046.00,68706.90,526752.90,
98793,7,664,2020-02-06,130758.80,19613.82,150372.62,
99266,4,665,2020-02-07,462654.00,69398.10,532052.10,
99269,7,666,2020-02-07,132234.00,19835.10,152069.10,
99794,4,667,2020-02-10,461778.00,69266.70,531044.70,
99797,7,668,2020-02-10,131817.20,19772.58,151589.78,
99801,4,669,2020-02-10,2532.00,379.80,2911.80,
99804,7,670,2020-02-10,1173.60,176.04,1349.64,
100046,4,671,2020-02-11,466236.00,69935.40,536171.40,
100049,7,672,2020-02-11,133084.00,19962.60,153046.60,
100324,4,673,2020-02-12,469434.00,70415.10,539849.10,
100327,7,674,2020-02-12,132705.60,19905.84,152611.44,
100691,4,675,2020-02-13,468738.00,70310.70,539048.70,
100694,7,676,2020-02-13,133352.80,20002.92,153355.72,
101148,4,677,2020-02-14,472044.00,70806.60,542850.60,
101151,7,678,2020-02-14,133204.80,19980.72,153185.52,
101476,4,679,2020-02-17,472128.00,70819.20,542947.20,
101479,7,680,2020-02-17,132903.20,19935.48,152838.68,
101483,4,681,2020-02-17,2202.00,330.30,2532.30,
101739,4,682,2020-02-18,476058.00,71408.70,547466.70,
101742,7,683,2020-02-18,133676.40,20051.46,153727.86,
102082,4,684,2020-02-19,479046.00,71856.90,550902.90,
102085,7,685,2020-02-19,135096.80,20264.52,155361.32,
102275,4,686,2020-02-20,479262.00,71889.30,551151.30,
102278,7,687,2020-02-20,134756.80,20213.52,154970.32,
102660,4,688,2020-02-21,480132.00,72019.80,552151.80,
102663,7,689,2020-02-21,137778.40,20666.76,158445.16,
103269,4,690,2020-02-24,479658.00,71948.70,551606.70,
103272,7,691,2020-02-24,139895.20,20984.28,160879.48,
103276,4,692,2020-02-24,1752.00,262.80,2014.80,
103278,7,693,2020-02-24,1020.00,153.00,1173.00,
103458,4,694,2020-02-25,480156.00,72023.40,552179.40,
103461,7,695,2020-02-25,140575.20,21086.28,161661.48,
103834,4,696,2020-02-26,480300.00,72045.00,552345.00,
103837,7,697,2020-02-26,142906.00,21435.90,164341.90,
104246,4,698,2020-02-27,483948.00,72592.20,556540.20,
104249,7,699,2020-02-27,142719.60,21407.94,164127.54,
104573,4,700,2020-02-28,487020.00,73053.00,560073.00,
104576,7,701,2020-02-28,144249.60,21637.44,165887.04,
105005,4,702,2020-03-03,488064.00,73209.60,561273.60,
105008,7,703,2020-03-03,144216.80,21632.52,165849.32,
105012,4,704,2020-03-03,1992.00,298.80,2290.80,
105014,7,705,2020-03-03,340.00,51.00,391.00,
105370,4,706,2020-03-04,491844.00,73776.60,565620.60,
105373,7,707,2020-03-04,144896.80,21734.52,166631.32,
105723,4,708,2020-03-05,491394.00,73709.10,565103.10,
105726,7,709,2020-03-05,144480.00,21672.00,166152.00,
106126,4,710,2020-03-06,492228.00,73834.20,566062.20,
106129,7,711,2020-03-06,144063.20,21609.48,165672.68,
106434,4,712,2020-03-07,493842.00,74076.30,567918.30,
106437,7,713,2020-03-07,143646.40,21546.96,165193.36,
106876,4,714,2020-03-10,493464.00,74019.60,567483.60,
106879,7,715,2020-03-10,145105.20,21765.78,166870.98,
106881,4,716,2020-03-10,864.00,129.60,993.60,
107271,4,717,2020-03-11,495132.00,74269.80,569401.80,
107274,7,718,2020-03-11,144271.60,21640.74,165912.34,
107500,4,719,2020-03-12,495780.00,74367.00,570147.00,
107503,7,720,2020-03-12,143854.80,21578.22,165433.02,
107741,4,721,2020-03-13,495630.00,74344.50,569974.50,
107744,7,722,2020-03-13,143706.80,21556.02,165262.82,
108224,4,723,2020-03-14,497904.00,74685.60,572589.60,
108227,7,724,2020-03-14,147200.00,22080.00,169280.00,
108656,4,725,2020-03-17,498612.00,74791.80,573403.80,
108659,7,726,2020-03-17,147803.20,22170.48,169973.68,
108661,4,727,2020-03-17,840.00,126.00,966.00,
108663,7,728,2020-03-17,1530.00,229.50,1759.50,
108883,4,729,2020-03-18,499488.00,74923.20,574411.20,
108886,7,730,2020-03-18,150051.60,22507.74,172559.34,
109207,4,731,2020-03-19,502488.00,75373.20,577861.20,
109210,7,732,2020-03-19,151982.00,22797.30,174779.30,
109452,4,733,2020-03-20,501420.00,75213.00,576633.00,
109455,7,734,2020-03-20,153605.20,23040.78,176645.98,
109719,4,735,2020-03-21,502800.00,75420.00,578220.00,
109722,7,736,2020-03-21,157158.80,23573.82,180732.62,
110203,4,737,2020-03-24,504678.00,75701.70,580379.70,
110206,7,738,2020-03-24,160449.20,24067.38,184516.58,
110209,4,739,2020-03-24,846.00,126.90,972.90,
110211,7,740,2020-03-24,153.60,23.04,176.64,
110443,4,741,2020-03-25,504456.00,75668.40,580124.40,
110446,7,742,2020-03-25,159506.00,23925.90,183431.90,
110857,4,743,2020-03-26,507330.00,76099.50,583429.50,
110860,7,744,2020-03-26,160476.80,24071.52,184548.32,
111095,4,745,2020-03-27,508482.00,76272.30,584754.30,
111098,7,746,2020-03-27,161930.00,24289.50,186219.50,
111319,4,747,2020-03-28,508122.00,76218.30,584340.30,
111322,7,748,2020-03-28,163213.20,24481.98,187695.18,
111916,4,749,2020-03-31,511056.00,76658.40,587714.40,
111919,7,750,2020-03-31,164573.20,24685.98,189259.18,
111922,4,751,2020-03-31,1980.00,297.00,2277.00,
112236,4,752,2020-04-01,512616.00,76892.40,589508.40,
112239,7,753,2020-04-01,163893.20,24583.98,188477.18,
112598,4,754,2020-04-02,515436.00,77315.40,592751.40,
112601,7,755,2020-04-02,164573.20,24685.98,189259.18,
112871,4,756,2020-04-03,515724.00,77358.60,593082.60,
112874,7,757,2020-04-03,164617.20,24692.58,189309.78,
113120,4,758,2020-04-04,516696.00,77504.40,594200.40,
113123,7,759,2020-04-04,164370.40,24655.56,189025.96,
113661,4,760,2020-04-07,520260.00,78039.00,598299.00,
113664,7,761,2020-04-07,164260.80,24639.12,188899.92,
113669,4,762,2020-04-07,2088.00,313.20,2401.20,
113671,7,763,2020-04-07,510.00,76.50,586.50,
113949,4,764,2020-04-08,525486.00,78822.90,604308.90,
113952,7,765,2020-04-08,165428.80,24814.32,190243.12,
114286,4,766,2020-04-09,525396.00,78809.40,604205.40,
114289,7,767,2020-04-09,166207.60,24931.14,191138.74,
114555,4,768,2020-04-10,524556.00,78683.40,603239.40,
114558,7,769,2020-04-10,165790.80,24868.62,190659.42,
114844,4,770,2020-04-11,523332.00,78499.80,601831.80,
114847,7,771,2020-04-11,167584.00,25137.60,192721.60,
115418,4,772,2020-04-14,525168.00,78775.20,603943.20,
115421,7,773,2020-04-14,167715.60,25157.34,192872.94,
115423,4,774,2020-04-14,420.00,63.00,483.00,
115425,7,775,2020-04-14,384.00,57.60,441.60,
115760,4,776,2020-04-15,525696.00,78854.40,604550.40,
115763,7,777,2020-04-15,170600.40,25590.06,196190.46,
115986,4,778,2020-04-16,526044.00,78906.60,604950.60,
115989,7,779,2020-04-16,170567.60,25585.14,196152.74,
116333,4,780,2020-04-17,529596.00,79439.40,609035.40,
116336,7,781,2020-04-17,172542.00,25881.30,198423.30,
116756,4,782,2020-04-18,533298.00,79994.70,613292.70,
116759,7,783,2020-04-18,172394.00,25859.10,198253.10,
117282,4,784,2020-04-21,536982.00,80547.30,617529.30,
117285,7,785,2020-04-21,172476.40,25871.46,198347.86,
117287,4,786,2020-04-21,288.00,43.20,331.20,
117452,4,787,2020-04-22,535422.00,80313.30,615735.30,
117455,7,788,2020-04-22,172152.80,25822.92,197975.72,
117846,4,789,2020-04-23,537132.00,80569.80,617701.80,
117849,7,790,2020-04-23,173162.00,25974.30,199136.30,
118315,4,791,2020-04-24,538884.00,80832.60,619716.60,
118318,7,792,2020-04-24,174072.40,26110.86,200183.26,
118661,4,793,2020-04-25,542664.00,81399.60,624063.60,
118664,7,794,2020-04-25,177571.20,26635.68,204206.88,
119424,4,795,2020-04-28,546678.00,82001.70,628679.70,
119427,7,796,2020-04-28,179534.40,26930.16,206464.56,
119432,4,797,2020-04-28,1602.00,240.30,1842.30,
119435,7,798,2020-04-28,2276.00,341.40,2617.40,
119642,4,799,2020-04-29,547776.00,82166.40,629942.40,
119645,7,800,2020-04-29,181563.60,27234.54,208798.14,
119843,4,801,2020-04-30,547320.00,82098.00,629418.00,
119846,7,802,2020-04-30,181547.20,27232.08,208779.28,
120189,4,803,2020-05-01,547584.00,82137.60,629721.60,
120192,7,804,2020-05-01,181130.40,27169.56,208299.96,
120594,4,805,2020-05-02,550800.00,82620.00,633420.00,
120597,7,806,2020-05-02,182698.80,27404.82,210103.62,
121236,4,807,2020-05-05,553698.00,83054.70,636752.70,
121239,7,808,2020-05-05,183812.00,27571.80,211383.80,
121244,4,809,2020-05-05,5928.00,889.20,6817.20,
121247,7,810,2020-05-05,1892.00,283.80,2175.80,
121655,4,811,2020-05-06,561606.00,84240.90,645846.90,
121658,7,812,2020-05-06,186126.40,27918.96,214045.36,
121884,4,813,2020-05-07,561870.00,84280.50,646150.50,
121887,7,814,2020-05-07,186559.60,27983.94,214543.54,
122300,4,815,2020-05-08,564408.00,84661.20,649069.20,
122303,7,816,2020-05-08,186834.00,28025.10,214859.10,
122714,4,817,2020-05-09,566664.00,84999.60,651663.60,
122717,7,818,2020-05-09,186762.80,28014.42,214777.22,
123307,4,819,2020-05-12,570078.00,85511.70,655589.70,
123310,7,820,2020-05-12,186730.00,28009.50,214739.50,
123490,4,821,2020-05-13,569754.00,85463.10,655217.10,
123493,7,822,2020-05-13,186582.00,27987.30,214569.30,
123675,4,823,2020-05-14,569790.00,85468.50,655258.50,
123678,7,824,2020-05-14,186335.20,27950.28,214285.48,
124092,4,825,2020-05-15,571608.00,85741.20,657349.20,
124095,7,826,2020-05-15,189472.00,28420.80,217892.80,
124570,4,827,2020-05-16,574968.00,86245.20,661213.20,
124573,7,828,2020-05-16,189055.20,28358.28,217413.48,
125193,4,829,2020-05-19,577182.00,86577.30,663759.30,
125196,7,830,2020-05-19,190530.40,28579.56,219109.96,
125199,4,831,2020-05-19,1764.00,264.60,2028.60,
125201,7,832,2020-05-19,384.00,57.60,441.60,
125645,4,833,2020-05-20,582594.00,87389.10,669983.10,
125648,7,834,2020-05-20,192280.00,28842.00,221122.00,
125918,4,835,2020-05-21,583338.00,87500.70,670838.70,
125921,7,836,2020-05-21,192016.80,28802.52,220819.32,
126162,4,837,2020-05-22,587394.00,88109.10,675503.10,
126166,7,838,2020-05-22,192530.00,28879.50,221409.50,
126456,4,839,2020-05-23,588246.00,88236.90,676482.90,
126460,7,840,2020-05-23,192398.20,28859.73,221257.93,
126818,4,841,2020-05-26,587418.00,88112.70,675530.70,
126822,7,842,2020-05-26,193653.90,29048.09,222701.99,
126825,4,843,2020-05-26,1968.00,295.20,2263.20,
127185,4,844,2020-05-27,589008.00,88351.20,677359.20,
127189,7,845,2020-05-27,193858.20,29078.73,222936.93,
127478,4,846,2020-05-28,591084.00,88662.60,679746.60,
127482,7,847,2020-05-28,194225.70,29133.86,223359.56,
127835,4,848,2020-05-29,593010.00,88951.50,681961.50,
127839,7,849,2020-05-29,197537.90,29630.69,227168.59,
128322,4,850,2020-05-30,597258.00,89588.70,686846.70,
128326,7,851,2020-05-30,197477.80,29621.67,227099.47,
128894,4,852,2020-06-02,598734.00,89810.10,688544.10,
128898,7,853,2020-06-02,199079.30,29861.90,228941.20,
128901,4,854,2020-06-02,654.00,98.10,752.10,
128903,7,855,2020-06-02,307.20,46.08,353.28,
129353,4,856,2020-06-03,602028.00,90304.20,692332.20,
129357,7,857,2020-06-03,201022.20,30153.33,231175.53,
129609,4,858,2020-06-04,602052.00,90307.80,692359.80,
129613,7,859,2020-06-04,200654.90,30098.24,230753.14,
129988,4,860,2020-06-05,602574.00,90386.10,692960.10,
129992,7,861,2020-06-05,206205.60,30930.84,237136.44,
130465,4,862,2020-06-06,606624.00,90993.60,697617.60,
130469,7,863,2020-06-06,209038.80,31355.82,240394.62,
131131,4,864,2020-06-09,610098.00,91514.70,701612.70,
131135,7,865,2020-06-09,212875.10,31931.27,244806.37,
131138,4,866,2020-06-09,510.00,76.50,586.50,
131506,4,867,2020-06-10,610152.00,91522.80,701674.80,
131510,7,868,2020-06-10,211948.50,31792.28,243740.78,
131869,4,869,2020-06-11,612372.00,91855.80,704227.80,
131873,7,870,2020-06-11,212749.20,31912.38,244661.58,
132232,4,871,2020-06-12,612282.00,91842.30,704124.30,
132236,7,872,2020-06-12,215589.90,32338.49,247928.39,
132634,4,873,2020-06-13,618222.00,92733.30,710955.30,
132638,7,874,2020-06-13,215145.80,32271.87,247417.67,
133242,4,875,2020-06-16,620466.00,93069.90,713535.90,
133246,7,876,2020-06-16,216008.50,32401.28,248409.78,
133250,4,877,2020-06-16,1734.00,260.10,1994.10,
133253,7,878,2020-06-16,1645.20,246.78,1891.98,
133522,4,879,2020-06-17,622794.00,93419.10,716213.10,
133526,7,880,2020-06-17,218216.90,32732.54,250949.44,
133844,4,881,2020-06-18,622638.00,93395.70,716033.70,
133848,7,882,2020-06-18,219383.30,32907.50,252290.80,
134191,4,883,2020-06-19,625284.00,93792.60,719076.60,
134195,7,884,2020-06-19,219986.80,32998.02,252984.82,
134550,4,885,2020-06-20,626712.00,94006.80,720718.80,
134554,7,886,2020-06-20,219773.10,32965.97,252739.07,
135146,4,887,2020-06-23,627144.00,94071.60,721215.60,
135150,7,888,2020-06-23,219498.80,32924.82,252423.62,
135152,7,889,2020-06-23,190.00,28.50,218.50,
135502,4,890,2020-06-24,628596.00,94289.40,722885.40,
135506,7,891,2020-06-24,221059.70,33158.96,254218.66,
135950,4,892,2020-06-25,632232.00,94834.80,727066.80,
135954,7,893,2020-06-25,224008.30,33601.25,257609.55,
136260,4,894,2020-06-26,633708.00,95056.20,728764.20,
136264,7,895,2020-06-26,225174.00,33776.10,258950.10,
136643,4,896,2020-06-27,637410.00,95611.50,733021.50,
136647,7,897,2020-06-27,226524.70,33978.71,260503.41,
137181,4,898,2020-06-30,641634.00,96245.10,737879.10,
137185,7,899,2020-06-30,226914.20,34037.13,260951.33,
137189,4,900,2020-06-30,2904.00,435.60,3339.60,
137390,4,901,2020-07-01,644934.00,96740.10,741674.10,
137394,7,902,2020-07-01,226026.00,33903.90,259929.90,
137657,4,903,2020-07-02,644526.00,96678.90,741204.90,
137661,7,904,2020-07-02,225799.20,33869.88,259669.08,
137917,4,905,2020-07-03,647100.00,97065.00,744165.00,
137921,7,906,2020-07-03,227299.20,34094.88,261394.08,
138382,4,907,2020-07-04,649854.00,97478.10,747332.10,
138386,7,908,2020-07-04,231791.90,34768.79,266560.69,
139016,4,909,2020-07-07,653106.00,97965.90,751071.90,
139020,7,910,2020-07-07,233481.00,35022.15,268503.15,
139025,4,911,2020-07-07,3750.00,562.50,4312.50,
139381,4,912,2020-07-08,656340.00,98451.00,754791.00,
139385,7,913,2020-07-08,233345.70,35001.86,268347.56,
139775,4,914,2020-07-09,658326.00,98748.90,757074.90,
139779,7,915,2020-07-09,233850.40,35077.56,268927.96,
140135,4,916,2020-07-10,658986.00,98847.90,757833.90,
140139,7,917,2020-07-10,233912.60,35086.89,268999.49,
140376,4,918,2020-07-11,660144.00,99021.60,759165.60,
140380,7,919,2020-07-11,233523.30,35028.50,268551.80,
141028,4,920,2020-07-14,663276.00,99491.40,762767.40,
141032,7,921,2020-07-14,233861.60,35079.24,268940.84,
141038,4,922,2020-07-14,3576.00,536.40,4112.40,
141403,4,923,2020-07-15,669990.00,100498.50,770488.50,
141407,7,924,2020-07-15,235174.10,35276.12,270450.22,
141849,4,925,2020-07-16,673050.00,100957.50,774007.50,
141853,7,926,2020-07-16,235804.80,35370.72,271175.52,
142311,4,927,2020-07-17,673230.00,100984.50,774214.50,
142315,7,928,2020-07-17,237760.60,35664.09,273424.69,
142564,4,929,2020-07-18,672966.00,100944.90,773910.90,
142568,7,930,2020-07-18,241586.30,36237.95,277824.25,
143158,4,931,2020-07-21,674874.00,101231.10,776105.10,
143162,7,932,2020-07-21,241867.80,36280.17,278147.97,
143166,4,933,2020-07-21,1704.00,255.60,1959.60,
